filename,processed_at
../storage/app/private/issues/SPARK/SPARK-1666.json,2025-11-12 00:32:15
../storage/app/private/issues/SPARK/SPARK-22203.json,2025-11-12 00:32:18
../storage/app/private/issues/SPARK/SPARK-6105.json,2025-11-12 00:32:30
../storage/app/private/issues/SPARK/SPARK-34099.json,2025-11-12 00:32:42
../storage/app/private/issues/SPARK/SPARK-4692.json,2025-11-12 00:34:01
../storage/app/private/issues/SPARK/SPARK-35127.json,2025-11-12 00:34:26
../storage/app/private/issues/SPARK/SPARK-2428.json,2025-11-12 00:34:30
../storage/app/private/issues/SPARK/SPARK-18296.json,2025-11-12 00:34:40
../storage/app/private/issues/SPARK/SPARK-32439.json,2025-11-12 00:34:44
../storage/app/private/issues/SPARK/SPARK-1005.json,2025-11-12 00:34:48
../storage/app/private/issues/SPARK/SPARK-32662.json,2025-11-12 00:34:55
../storage/app/private/issues/SPARK/SPARK-31452.json,2025-11-12 00:35:00
../storage/app/private/issues/SPARK/SPARK-44778.json,2025-11-12 00:35:13
../storage/app/private/issues/SPARK/SPARK-20204.json,2025-11-12 00:35:29
../storage/app/private/issues/SPARK/SPARK-11547.json,2025-11-12 00:35:43
../storage/app/private/issues/SPARK/SPARK-9644.json,2025-11-12 00:36:08
../storage/app/private/issues/SPARK/SPARK-48079.json,2025-11-12 00:36:13
../storage/app/private/issues/SPARK/SPARK-29267.json,2025-11-12 00:36:19
../storage/app/private/issues/SPARK/SPARK-42175.json,2025-11-12 00:36:39
../storage/app/private/issues/SPARK/SPARK-37828.json,2025-11-12 00:36:43
../storage/app/private/issues/SPARK/SPARK-36492.json,2025-11-12 00:36:47
../storage/app/private/issues/SPARK/SPARK-17770.json,2025-11-12 00:36:50
../storage/app/private/issues/SPARK/SPARK-12973.json,2025-11-12 00:36:53
../storage/app/private/issues/SPARK/SPARK-20073.json,2025-11-12 00:36:59
../storage/app/private/issues/SPARK/SPARK-6803.json,2025-11-12 00:37:00
../storage/app/private/issues/SPARK/SPARK-13422.json,2025-11-12 00:37:03
../storage/app/private/issues/SPARK/SPARK-33337.json,2025-11-12 00:37:23
../storage/app/private/issues/SPARK/SPARK-25515.json,2025-11-12 00:37:26
../storage/app/private/issues/SPARK/SPARK-37010.json,2025-11-12 00:37:35
../storage/app/private/issues/SPARK/SPARK-20960.json,2025-11-12 00:37:45
../storage/app/private/issues/SPARK/SPARK-45032.json,2025-11-12 00:37:48
../storage/app/private/issues/SPARK/SPARK-12248.json,2025-11-12 00:37:51
../storage/app/private/issues/SPARK/SPARK-41474.json,2025-11-12 00:37:54
../storage/app/private/issues/SPARK/SPARK-1487.json,2025-11-12 00:38:29
../storage/app/private/issues/SPARK/SPARK-6718.json,2025-11-12 00:38:32
../storage/app/private/issues/SPARK/SPARK-17583.json,2025-11-12 00:38:38
../storage/app/private/issues/SPARK/SPARK-23531.json,2025-11-12 00:38:54
../storage/app/private/issues/SPARK/SPARK-27398.json,2025-11-12 00:38:56
../storage/app/private/issues/SPARK/SPARK-31119.json,2025-11-12 00:39:12
../storage/app/private/issues/SPARK/SPARK-17062.json,2025-11-12 00:39:28
../storage/app/private/issues/SPARK/SPARK-52157.json,2025-11-12 00:39:31
../storage/app/private/issues/SPARK/SPARK-17322.json,2025-11-12 00:39:33
../storage/app/private/issues/SPARK/SPARK-28117.json,2025-11-12 00:39:43
../storage/app/private/issues/SPARK/SPARK-52236.json,2025-11-12 00:39:51
../storage/app/private/issues/SPARK/SPARK-38656.json,2025-11-12 00:40:02
../storage/app/private/issues/SPARK/SPARK-46823.json,2025-11-12 00:40:11
../storage/app/private/issues/SPARK/SPARK-10415.json,2025-11-12 00:40:32
../storage/app/private/issues/SPARK/SPARK-17101.json,2025-11-12 00:40:37
../storage/app/private/issues/SPARK/SPARK-19330.json,2025-11-12 00:40:40
../storage/app/private/issues/SPARK/SPARK-14745.json,2025-11-12 00:41:17
../storage/app/private/issues/SPARK/SPARK-15288.json,2025-11-12 00:41:28
../storage/app/private/issues/SPARK/SPARK-48892.json,2025-11-12 00:41:33
../storage/app/private/issues/SPARK/SPARK-10171.json,2025-11-12 00:41:35
../storage/app/private/issues/SPARK/SPARK-13020.json,2025-11-12 00:41:48
../storage/app/private/issues/SPARK/SPARK-21054.json,2025-11-12 00:42:12
../storage/app/private/issues/SPARK/SPARK-14284.json,2025-11-12 00:42:33
../storage/app/private/issues/SPARK/SPARK-4210.json,2025-11-12 00:42:35
../storage/app/private/issues/SPARK/SPARK-8153.json,2025-11-12 00:42:38
../storage/app/private/issues/SPARK/SPARK-38826.json,2025-11-12 00:42:41
../storage/app/private/issues/SPARK/SPARK-21722.json,2025-11-12 00:42:47
../storage/app/private/issues/SPARK/SPARK-5230.json,2025-11-12 00:42:49
../storage/app/private/issues/SPARK/SPARK-36157.json,2025-11-12 00:42:51
../storage/app/private/issues/SPARK/SPARK-18437.json,2025-11-12 00:42:53
../storage/app/private/issues/SPARK/SPARK-11736.json,2025-11-12 00:42:58
../storage/app/private/issues/SPARK/SPARK-14017.json,2025-11-12 00:43:00
../storage/app/private/issues/SPARK/SPARK-17359.json,2025-11-12 00:43:11
../storage/app/private/issues/SPARK/SPARK-7007.json,2025-11-12 00:43:23
../storage/app/private/issues/SPARK/SPARK-17743.json,2025-11-12 00:43:24
../storage/app/private/issues/SPARK/SPARK-39634.json,2025-11-12 00:43:30
../storage/app/private/issues/SPARK/SPARK-2511.json,2025-11-12 00:43:44
../storage/app/private/issues/SPARK/SPARK-17668.json,2025-11-12 00:43:57
../storage/app/private/issues/SPARK/SPARK-15117.json,2025-11-12 00:44:03
../storage/app/private/issues/SPARK/SPARK-50515.json,2025-11-12 00:44:15
../storage/app/private/issues/SPARK/SPARK-42559.json,2025-11-12 00:44:50
../storage/app/private/issues/SPARK/SPARK-39111.json,2025-11-12 00:44:56
../storage/app/private/issues/SPARK/SPARK-45628.json,2025-11-12 00:45:01
../storage/app/private/issues/SPARK/SPARK-3024.json,2025-11-12 00:45:04
../storage/app/private/issues/SPARK/SPARK-47764.json,2025-11-12 00:45:28
../storage/app/private/issues/SPARK/SPARK-35800.json,2025-11-12 00:45:54
../storage/app/private/issues/SPARK/SPARK-5472.json,2025-11-12 00:46:18
../storage/app/private/issues/SPARK/SPARK-38437.json,2025-11-12 00:46:32
../storage/app/private/issues/SPARK/SPARK-14641.json,2025-11-12 00:46:35
../storage/app/private/issues/SPARK/SPARK-50765.json,2025-11-12 00:46:57
../storage/app/private/issues/SPARK/SPARK-35229.json,2025-11-12 00:47:06
../storage/app/private/issues/SPARK/SPARK-43320.json,2025-11-12 00:47:14
